X,Y,Z,Dens,Cu
4400,4850,2775,0.068038855,0.62
4450,4850,2775,0.068038855,0.88
4500,4850,2775,0.068038855,1.2
4550,4850,2775,0.068038855,1.02
4600,4850,2775,0.068038855,0.87
4650,4850,2775,0.068038855,0.71
4700,4850,2775,0.068038855,0.56
4750,4850,2775,0.068038855,0.44
4800,4850,2775,0.068038855,0.36
4850,4850,2775,0.068038855,0.36
4300,4900,2775,0.068038855,0.51
4350,4900,2775,0.068038855,0.54
4400,4900,2775,0.068038855,0.63
4450,4900,2775,0.068038855,0.88
4500,4900,2775,0.068038855,1.24
4550,4900,2775,0.068038855,1.08
4600,4900,2775,0.068038855,0.93
4650,4900,2775,0.068038855,0.76
4700,4900,2775,0.068038855,0.62
4750,4900,2775,0.068038855,0.5
4800,4900,2775,0.068038855,0.4
4850,4900,2775,0.068038855,0.4
4300,4950,2775,0.068038855,0.52
4350,4950,2775,0.068038855,0.55
4400,4950,2775,0.068038855,0.65
4450,4950,2775,0.068038855,0.89
4500,4950,2775,0.068038855,1.24
4550,4950,2775,0.068038855,1.14
4600,4950,2775,0.068038855,0.98
4650,4950,2775,0.068038855,0.8
4700,4950,2775,0.068038855,0.66
4750,4950,2775,0.068038855,0.54
4800,4950,2775,0.068038855,0.44
4850,4950,2775,0.068038855,0.44
4300,5000,2775,0.068038855,0.55
4350,5000,2775,0.068038855,0.56
4400,5000,2775,0.068038855,0.65
4450,5000,2775,0.068038855,0.89
4500,5000,2775,0.068038855,1.23
4550,5000,2775,0.068038855,1.19
4600,5000,2775,0.068038855,1.03
4650,5000,2775,0.068038855,0.85
4700,5000,2775,0.068038855,0.7
4750,5000,2775,0.068038855,0.58
4800,5000,2775,0.068038855,0.47
4850,5000,2775,0.068038855,0.47
4300,5050,2775,0.068038855,0.58
4350,5050,2775,0.068038855,0.57
4400,5050,2775,0.068038855,0.65
4450,5050,2775,0.068038855,0.87
4500,5050,2775,0.068038855,1.21
4550,5050,2775,0.068038855,1.23
4600,5050,2775,0.068038855,1.08
4650,5050,2775,0.068038855,0.9
4700,5050,2775,0.068038855,0.75
4750,5050,2775,0.068038855,0.61
4800,5050,2775,0.068038855,0.52
4850,5050,2775,0.068038855,0.52
4300,5100,2775,0.068038855,0.61
4350,5100,2775,0.068038855,0.59
4400,5100,2775,0.068038855,0.65
4450,5100,2775,0.068038855,0.83
4500,5100,2775,0.068038855,1.16
4550,5100,2775,0.068038855,1.23
4600,5100,2775,0.068038855,1.13
4650,5100,2775,0.068038855,0.95
4700,5100,2775,0.068038855,0.77
4750,5100,2775,0.068038855,0.64
4800,5100,2775,0.068038855,0.63
4850,5100,2775,0.068038855,0.63
4300,5150,2775,0.068038855,0.63
4350,5150,2775,0.068038855,0.62
4400,5150,2775,0.068038855,0.65
4450,5150,2775,0.068038855,0.8
4500,5150,2775,0.068038855,1.12
4550,5150,2775,0.068038855,1.23
4600,5150,2775,0.068038855,1.12
4650,5150,2775,0.068038855,0.95
4700,5150,2775,0.068038855,0.8
4750,5150,2775,0.068038855,0.73
4800,5150,2775,0.068038855,0.75
4850,5150,2775,0.068038855,0.75
4300,5200,2775,0.068038855,0.6
4350,5200,2775,0.068038855,0.65
4400,5200,2775,0.068038855,0.66
4450,5200,2775,0.068038855,0.78
4500,5200,2775,0.068038855,1.07
4550,5200,2775,0.068038855,1.22
4600,5200,2775,0.068038855,1.08
4650,5200,2775,0.068038855,0.94
4700,5200,2775,0.068038855,0.84
4750,5200,2775,0.068038855,0.88
4800,5200,2775,0.068038855,0.85
4850,5200,2775,0.068038855,0.85
4300,5250,2775,0.068038855,0.57
4350,5250,2775,0.068038855,0.63
4400,5250,2775,0.068038855,0.68
4450,5250,2775,0.068038855,0.76
4500,5250,2775,0.068038855,1.02
4550,5250,2775,0.068038855,1.18
4600,5250,2775,0.068038855,1.05
4650,5250,2775,0.068038855,0.93
4700,5250,2775,0.068038855,0.97
4750,5250,2775,0.068038855,0.97
4800,5250,2775,0.068038855,0.89
4850,5250,2775,0.068038855,0.89
4300,5300,2775,0.068038855,0.53
4350,5300,2775,0.068038855,0.6
4400,5300,2775,0.068038855,0.66
4450,5300,2775,0.068038855,0.74
4500,5300,2775,0.068038855,0.95
4550,5300,2775,0.068038855,1.14
4600,5300,2775,0.068038855,1.04
4650,5300,2775,0.068038855,1.05
4700,5300,2775,0.068038855,1.08
4750,5300,2775,0.068038855,1
4800,5300,2775,0.068038855,0.87
4850,5300,2775,0.068038855,0.87
4300,5350,2775,0.068038855,0.5
4350,5350,2775,0.068038855,0.56
4400,5350,2775,0.068038855,0.62
4450,5350,2775,0.068038855,0.69
4500,5350,2775,0.068038855,0.89
4550,5350,2775,0.068038855,1.13
4600,5350,2775,0.068038855,1.11
4650,5350,2775,0.068038855,1.15
4700,5350,2775,0.068038855,1.12
4750,5350,2775,0.068038855,0.98
4800,5350,2775,0.068038855,0.79
4850,5350,2775,0.068038855,0.79
4300,5400,2775,0.068038855,0.46
4350,5400,2775,0.068038855,0.52
4400,5400,2775,0.068038855,0.58
4450,5400,2775,0.068038855,0.64
4500,5400,2775,0.068038855,0.82
4550,5400,2775,0.068038855,1.12
4600,5400,2775,0.068038855,1.22
4650,5400,2775,0.068038855,1.21
4700,5400,2775,0.068038855,1.09
4750,5400,2775,0.068038855,0.91
4800,5400,2775,0.068038855,0.71
4850,5400,2775,0.068038855,0.71
4300,5450,2775,0.068038855,0.4
4350,5450,2775,0.068038855,0.48
4400,5450,2775,0.068038855,0.53
4450,5450,2775,0.068038855,0.62
4500,5450,2775,0.068038855,0.76
4550,5450,2775,0.068038855,1.18
4600,5450,2775,0.068038855,1.3
4650,5450,2775,0.068038855,1.19
4700,5450,2775,0.068038855,1.01
4750,5450,2775,0.068038855,0.81
4800,5450,2775,0.068038855,0.62
4850,5450,2775,0.068038855,0.62
4300,5500,2775,0.068038855,0.35
4350,5500,2775,0.068038855,0.42
4400,5500,2775,0.068038855,0.51
4450,5500,2775,0.068038855,0.6
4500,5500,2775,0.068038855,0.77
4550,5500,2775,0.068038855,1.17
4600,5500,2775,0.068038855,1.27
4650,5500,2775,0.068038855,1.1
4700,5500,2775,0.068038855,0.9
4750,5500,2775,0.068038855,0.71
4800,5500,2775,0.068038855,0.54
4850,5500,2775,0.068038855,0.54
4300,5550,2775,0.068038855,0.3
4350,5550,2775,0.068038855,0.39
4400,5550,2775,0.068038855,0.48
4450,5550,2775,0.068038855,0.59
4500,5550,2775,0.068038855,0.78
4550,5550,2775,0.068038855,1.04
4600,5550,2775,0.068038855,1.14
4650,5550,2775,0.068038855,0.98
4700,5550,2775,0.068038855,0.78
4750,5550,2775,0.068038855,0.61
4800,5550,2775,0.068038855,0.47
4850,5550,2775,0.068038855,0.47
4300,5600,2775,0.068038855,0.28
4350,5600,2775,0.068038855,0.36
4400,5600,2775,0.068038855,0.46
4450,5600,2775,0.068038855,0.61
4500,5600,2775,0.068038855,0.75
4550,5600,2775,0.068038855,0.88
4600,5600,2775,0.068038855,0.91
4650,5600,2775,0.068038855,0.79
4700,5600,2775,0.068038855,0.65
4750,5600,2775,0.068038855,0.52
4800,5600,2775,0.068038855,0.41
4850,5600,2775,0.068038855,0.41
4300,5650,2775,0.068038855,0.26
4350,5650,2775,0.068038855,0.34
4400,5650,2775,0.068038855,0.45
4450,5650,2775,0.068038855,0.6
4500,5650,2775,0.068038855,0.69
4550,5650,2775,0.068038855,0.74
4600,5650,2775,0.068038855,0.73
4650,5650,2775,0.068038855,0.64
4700,5650,2775,0.068038855,0.53
4750,5650,2775,0.068038855,0.43
4800,5650,2775,0.068038855,0.35
4850,5650,2775,0.068038855,0.35
4300,5700,2775,0.068038855,0.24
4350,5700,2775,0.068038855,0.32
4400,5700,2775,0.068038855,0.44
4450,5700,2775,0.068038855,0.55
4500,5700,2775,0.068038855,0.6
4550,5700,2775,0.068038855,0.61
4600,5700,2775,0.068038855,0.59
4650,5700,2775,0.068038855,0.51
4700,5700,2775,0.068038855,0.43
4750,5700,2775,0.068038855,0.36
4800,5700,2775,0.068038855,0.3
4850,5700,2775,0.068038855,0.3
4300,5750,2775,0.068038855,0.24
4350,5750,2775,0.068038855,0.32
4400,5750,2775,0.068038855,0.44
4450,5750,2775,0.068038855,0.55
4500,5750,2775,0.068038855,0.6
4550,5750,2775,0.068038855,0.61
4600,5750,2775,0.068038855,0.59
4650,5750,2775,0.068038855,0.51
4700,5750,2775,0.068038855,0.43
4750,5750,2775,0.068038855,0.36
4800,5750,2775,0.068038855,0.3
4850,5750,2775,0.068038855,0.3
4300,4800,2800,0.068038855,-2
4350,4800,2800,0.068038855,0.51
4400,4800,2800,0.068038855,0.61
4450,4800,2800,0.068038855,0.88
4500,4800,2800,0.068038855,1.11
4550,4800,2800,0.068038855,0.96
4600,4800,2800,0.068038855,0.8
4650,4800,2800,0.068038855,0.63
4700,4800,2800,0.068038855,0.5
4750,4800,2800,0.068038855,0.4
4800,4800,2800,0.068038855,0.32
4850,4800,2800,0.068038855,0.32
4300,4850,2800,0.068038855,0.5
4350,4850,2800,0.068038855,0.53
4400,4850,2800,0.068038855,0.62
4450,4850,2800,0.068038855,0.88
4500,4850,2800,0.068038855,1.2
4550,4850,2800,0.068038855,1.02
4600,4850,2800,0.068038855,0.87
4650,4850,2800,0.068038855,0.71
4700,4850,2800,0.068038855,0.56
4750,4850,2800,0.068038855,0.44
4800,4850,2800,0.068038855,0.36
4850,4850,2800,0.068038855,0.36
4300,4900,2800,0.068038855,0.51
4350,4900,2800,0.068038855,0.54
4400,4900,2800,0.068038855,0.63
4450,4900,2800,0.068038855,0.88
4500,4900,2800,0.068038855,1.24
4550,4900,2800,0.068038855,1.08
4600,4900,2800,0.068038855,0.93
4650,4900,2800,0.068038855,0.76
4700,4900,2800,0.068038855,0.62
4750,4900,2800,0.068038855,0.5
4800,4900,2800,0.068038855,0.4
4850,4900,2800,0.068038855,0.4
4300,4950,2800,0.068038855,0.52
4350,4950,2800,0.068038855,0.55
4400,4950,2800,0.068038855,0.65
4450,4950,2800,0.068038855,0.89
4500,4950,2800,0.068038855,1.24
4550,4950,2800,0.068038855,1.14
4600,4950,2800,0.068038855,0.98
4650,4950,2800,0.068038855,0.8
4700,4950,2800,0.068038855,0.66
4750,4950,2800,0.068038855,0.54
4800,4950,2800,0.068038855,0.44
4850,4950,2800,0.068038855,0.44
4300,5000,2800,0.068038855,0.55
4350,5000,2800,0.068038855,0.56
4400,5000,2800,0.068038855,0.65
4450,5000,2800,0.068038855,0.89
4500,5000,2800,0.068038855,1.23
4550,5000,2800,0.068038855,1.19
4600,5000,2800,0.068038855,1.03
4650,5000,2800,0.068038855,0.85
4700,5000,2800,0.068038855,0.7
4750,5000,2800,0.068038855,0.58
4800,5000,2800,0.068038855,0.47
4850,5000,2800,0.068038855,0.47
4300,5050,2800,0.068038855,0.58
4350,5050,2800,0.068038855,0.57
4400,5050,2800,0.068038855,0.65
4450,5050,2800,0.068038855,0.87
4500,5050,2800,0.068038855,1.21
4550,5050,2800,0.068038855,1.23
4600,5050,2800,0.068038855,1.08
4650,5050,2800,0.068038855,0.9
4700,5050,2800,0.068038855,0.75
4750,5050,2800,0.068038855,0.61
4800,5050,2800,0.068038855,0.52
4850,5050,2800,0.068038855,0.52
4300,5100,2800,0.068038855,0.61
4350,5100,2800,0.068038855,0.59
4400,5100,2800,0.068038855,0.65
4450,5100,2800,0.068038855,0.83
4500,5100,2800,0.068038855,1.16
4550,5100,2800,0.068038855,1.23
4600,5100,2800,0.068038855,1.13
4650,5100,2800,0.068038855,0.95
4700,5100,2800,0.068038855,0.77
4750,5100,2800,0.068038855,0.64
4800,5100,2800,0.068038855,0.63
4850,5100,2800,0.068038855,0.63
4300,5150,2800,0.068038855,0.63
4350,5150,2800,0.068038855,0.62
4400,5150,2800,0.068038855,0.65
4450,5150,2800,0.068038855,0.8
4500,5150,2800,0.068038855,1.12
4550,5150,2800,0.068038855,1.23
4600,5150,2800,0.068038855,1.12
4650,5150,2800,0.068038855,0.95
4700,5150,2800,0.068038855,0.8
4750,5150,2800,0.068038855,0.73
4800,5150,2800,0.068038855,0.75
4850,5150,2800,0.068038855,0.75
4300,5200,2800,0.068038855,0.6
4350,5200,2800,0.068038855,0.65
4400,5200,2800,0.068038855,0.66
4450,5200,2800,0.068038855,0.78
4500,5200,2800,0.068038855,1.07
4550,5200,2800,0.068038855,1.22
4600,5200,2800,0.068038855,1.08
4650,5200,2800,0.068038855,0.94
4700,5200,2800,0.068038855,0.84
4750,5200,2800,0.068038855,0.88
4800,5200,2800,0.068038855,0.85
4850,5200,2800,0.068038855,0.85
4300,5250,2800,0.068038855,0.57
4350,5250,2800,0.068038855,0.63
4400,5250,2800,0.068038855,0.68
4450,5250,2800,0.068038855,0.76
4500,5250,2800,0.068038855,1.02
4550,5250,2800,0.068038855,1.18
4600,5250,2800,0.068038855,1.05
4650,5250,2800,0.068038855,0.93
4700,5250,2800,0.068038855,0.97
4750,5250,2800,0.068038855,0.97
4800,5250,2800,0.068038855,0.89
4850,5250,2800,0.068038855,0.89
4300,5300,2800,0.068038855,0.53
4350,5300,2800,0.068038855,0.6
4400,5300,2800,0.068038855,0.66
4450,5300,2800,0.068038855,0.74
4500,5300,2800,0.068038855,0.95
4550,5300,2800,0.068038855,1.14
4600,5300,2800,0.068038855,1.04
4650,5300,2800,0.068038855,1.05
4700,5300,2800,0.068038855,1.08
4750,5300,2800,0.068038855,1
4800,5300,2800,0.068038855,0.87
4850,5300,2800,0.068038855,0.87
4300,5350,2800,0.068038855,0.5
4350,5350,2800,0.068038855,0.56
4400,5350,2800,0.068038855,0.62
4450,5350,2800,0.068038855,0.69
4500,5350,2800,0.068038855,0.89
4550,5350,2800,0.068038855,1.13
4600,5350,2800,0.068038855,1.11
4650,5350,2800,0.068038855,1.15
4700,5350,2800,0.068038855,1.12
4750,5350,2800,0.068038855,0.98
4800,5350,2800,0.068038855,0.79
4850,5350,2800,0.068038855,0.79
4300,5400,2800,0.068038855,0.46
4350,5400,2800,0.068038855,0.52
4400,5400,2800,0.068038855,0.58
4450,5400,2800,0.068038855,0.64
4500,5400,2800,0.068038855,0.82
4550,5400,2800,0.068038855,1.12
4600,5400,2800,0.068038855,1.22
4650,5400,2800,0.068038855,1.21
4700,5400,2800,0.068038855,1.09
4750,5400,2800,0.068038855,0.91
4800,5400,2800,0.068038855,0.71
4850,5400,2800,0.068038855,0.71
4300,5450,2800,0.068038855,0.4
4350,5450,2800,0.068038855,0.48
4400,5450,2800,0.068038855,0.53
4450,5450,2800,0.068038855,0.62
4500,5450,2800,0.068038855,0.76
4550,5450,2800,0.068038855,1.18
4600,5450,2800,0.068038855,1.3
4650,5450,2800,0.068038855,1.19
4700,5450,2800,0.068038855,1.01
4750,5450,2800,0.068038855,0.81
4800,5450,2800,0.068038855,0.62
4850,5450,2800,0.068038855,0.62
4300,5500,2800,0.068038855,0.35
4350,5500,2800,0.068038855,0.42
4400,5500,2800,0.068038855,0.51
4450,5500,2800,0.068038855,0.6
4500,5500,2800,0.068038855,0.77
4550,5500,2800,0.068038855,1.17
4600,5500,2800,0.068038855,1.27
4650,5500,2800,0.068038855,1.1
4700,5500,2800,0.068038855,0.9
4750,5500,2800,0.068038855,0.71
4800,5500,2800,0.068038855,0.54
4850,5500,2800,0.068038855,0.54
4300,5550,2800,0.068038855,0.3
4350,5550,2800,0.068038855,0.39
4400,5550,2800,0.068038855,0.48
4450,5550,2800,0.068038855,0.59
4500,5550,2800,0.068038855,0.78
4550,5550,2800,0.068038855,1.04
4600,5550,2800,0.068038855,1.14
4650,5550,2800,0.068038855,0.98
4700,5550,2800,0.068038855,0.78
4750,5550,2800,0.068038855,0.61
4800,5550,2800,0.068038855,0.47
4850,5550,2800,0.068038855,0.47
4300,5600,2800,0.068038855,0.28
4350,5600,2800,0.068038855,0.36
4400,5600,2800,0.068038855,0.46
4450,5600,2800,0.068038855,0.61
4500,5600,2800,0.068038855,0.75
4550,5600,2800,0.068038855,0.88
4600,5600,2800,0.068038855,0.91
4650,5600,2800,0.068038855,0.79
4700,5600,2800,0.068038855,0.65
4750,5600,2800,0.068038855,0.52
4800,5600,2800,0.068038855,0.41
4850,5600,2800,0.068038855,0.41
4300,5650,2800,0.068038855,0.26
4350,5650,2800,0.068038855,0.34
4400,5650,2800,0.068038855,0.45
4450,5650,2800,0.068038855,0.6
4500,5650,2800,0.068038855,0.69
4550,5650,2800,0.068038855,0.74
4600,5650,2800,0.068038855,0.73
4650,5650,2800,0.068038855,0.64
4700,5650,2800,0.068038855,0.53
4750,5650,2800,0.068038855,0.43
4800,5650,2800,0.068038855,0.35
4850,5650,2800,0.068038855,0.35
4300,5700,2800,0.068038855,0.24
4350,5700,2800,0.068038855,0.32
4400,5700,2800,0.068038855,0.44
4450,5700,2800,0.068038855,0.55
4500,5700,2800,0.068038855,0.6
4550,5700,2800,0.068038855,0.61
4600,5700,2800,0.068038855,0.59
4650,5700,2800,0.068038855,0.51
4700,5700,2800,0.068038855,0.43
4750,5700,2800,0.068038855,0.36
4800,5700,2800,0.068038855,0.3
4850,5700,2800,0.068038855,0.3
4300,5750,2800,0.068038855,0.24
4350,5750,2800,0.068038855,0.32
4400,5750,2800,0.068038855,0.44
4450,5750,2800,0.068038855,0.55
4500,5750,2800,0.068038855,0.6
4550,5750,2800,0.068038855,0.61
4600,5750,2800,0.068038855,0.59
4650,5750,2800,0.068038855,0.51
4700,5750,2800,0.068038855,0.43
4750,5750,2800,0.068038855,0.36
4800,5750,2800,0.068038855,0.3
4850,5750,2800,0.068038855,0.3
4300,4800,2825,0.068038855,-2
4350,4800,2825,0.068038855,0.51
4400,4800,2825,0.068038855,0.61
4450,4800,2825,0.068038855,0.88
4500,4800,2825,0.068038855,1.11
4550,4800,2825,0.068038855,0.96
4600,4800,2825,0.068038855,0.8
4650,4800,2825,0.068038855,0.63
4700,4800,2825,0.068038855,0.5
4750,4800,2825,0.068038855,0.4
4800,4800,2825,0.068038855,0.32
4850,4800,2825,0.068038855,0.32
4300,4850,2825,0.068038855,0.5
4350,4850,2825,0.068038855,0.53
4400,4850,2825,0.068038855,0.62
4450,4850,2825,0.068038855,0.88
4500,4850,2825,0.068038855,1.2
4550,4850,2825,0.068038855,1.02
4600,4850,2825,0.068038855,0.87
4650,4850,2825,0.068038855,0.71
4700,4850,2825,0.068038855,0.56
4750,4850,2825,0.068038855,0.44
4800,4850,2825,0.068038855,0.36
4850,4850,2825,0.068038855,0.36
4300,4900,2825,0.068038855,0.51
4350,4900,2825,0.068038855,0.54
4400,4900,2825,0.068038855,0.63
4450,4900,2825,0.068038855,0.88
4500,4900,2825,0.068038855,1.24
4550,4900,2825,0.068038855,1.08
4600,4900,2825,0.068038855,0.93
4650,4900,2825,0.068038855,0.76
4700,4900,2825,0.068038855,0.62
4750,4900,2825,0.068038855,0.5
4800,4900,2825,0.068038855,0.4
4850,4900,2825,0.068038855,0.4
4300,4950,2825,0.068038855,0.52
4350,4950,2825,0.068038855,0.55
4400,4950,2825,0.068038855,0.65
4450,4950,2825,0.068038855,0.89
4500,4950,2825,0.068038855,1.24
4550,4950,2825,0.068038855,1.14
4600,4950,2825,0.068038855,0.98
4650,4950,2825,0.068038855,0.8
4700,4950,2825,0.068038855,0.66
4750,4950,2825,0.068038855,0.54
4800,4950,2825,0.068038855,0.44
4850,4950,2825,0.068038855,0.44
4300,5000,2825,0.068038855,0.55
4350,5000,2825,0.068038855,0.56
4400,5000,2825,0.068038855,0.65
4450,5000,2825,0.068038855,0.89
4500,5000,2825,0.068038855,1.23
4550,5000,2825,0.068038855,1.19
4600,5000,2825,0.068038855,1.03
4650,5000,2825,0.068038855,0.85
4700,5000,2825,0.068038855,0.7
4750,5000,2825,0.068038855,0.58
4800,5000,2825,0.068038855,0.47
4850,5000,2825,0.068038855,0.47
4300,5050,2825,0.068038855,0.58
4350,5050,2825,0.068038855,0.57
4400,5050,2825,0.068038855,0.65
4450,5050,2825,0.068038855,0.87
4500,5050,2825,0.068038855,1.21
4550,5050,2825,0.068038855,1.23
4600,5050,2825,0.068038855,1.08
4650,5050,2825,0.068038855,0.9
4700,5050,2825,0.068038855,0.75
4750,5050,2825,0.068038855,0.61
4800,5050,2825,0.068038855,0.52
4850,5050,2825,0.068038855,0.52
4300,5100,2825,0.068038855,0.61
4350,5100,2825,0.068038855,0.59
4400,5100,2825,0.068038855,0.65
4450,5100,2825,0.068038855,0.83
4500,5100,2825,0.068038855,1.16
4550,5100,2825,0.068038855,1.23
4600,5100,2825,0.068038855,1.13
4650,5100,2825,0.068038855,0.95
4700,5100,2825,0.068038855,0.77
4750,5100,2825,0.068038855,0.64
4800,5100,2825,0.068038855,0.63
4850,5100,2825,0.068038855,0.63
4300,5150,2825,0.068038855,0.63
4350,5150,2825,0.068038855,0.62
4400,5150,2825,0.068038855,0.65
4450,5150,2825,0.068038855,0.8
4500,5150,2825,0.068038855,1.12
4550,5150,2825,0.068038855,1.23
4600,5150,2825,0.068038855,1.12
4650,5150,2825,0.068038855,0.95
4700,5150,2825,0.068038855,0.8
4750,5150,2825,0.068038855,0.73
4800,5150,2825,0.068038855,0.75
4850,5150,2825,0.068038855,0.75
4300,5200,2825,0.068038855,0.6
4350,5200,2825,0.068038855,0.65
4400,5200,2825,0.068038855,0.66
4450,5200,2825,0.068038855,0.78
4500,5200,2825,0.068038855,1.07
4550,5200,2825,0.068038855,1.22
4600,5200,2825,0.068038855,1.08
4650,5200,2825,0.068038855,0.94
4700,5200,2825,0.068038855,0.84
4750,5200,2825,0.068038855,0.88
4800,5200,2825,0.068038855,0.85
4850,5200,2825,0.068038855,0.85
4300,5250,2825,0.068038855,0.57
4350,5250,2825,0.068038855,0.63
4400,5250,2825,0.068038855,0.68
4450,5250,2825,0.068038855,0.76
4500,5250,2825,0.068038855,1.02
4550,5250,2825,0.068038855,1.18
4600,5250,2825,0.068038855,1.05
4650,5250,2825,0.068038855,0.93
4700,5250,2825,0.068038855,0.97
4750,5250,2825,0.068038855,0.97
4800,5250,2825,0.068038855,0.89
4850,5250,2825,0.068038855,0.89
4300,5300,2825,0.068038855,0.53
4350,5300,2825,0.068038855,0.6
4400,5300,2825,0.068038855,0.66
4450,5300,2825,0.068038855,0.74
4500,5300,2825,0.068038855,0.95
4550,5300,2825,0.068038855,1.14
4600,5300,2825,0.068038855,1.04
4650,5300,2825,0.068038855,1.05
4700,5300,2825,0.068038855,1.08
4750,5300,2825,0.068038855,1
4800,5300,2825,0.068038855,0.87
4850,5300,2825,0.068038855,0.87
4300,5350,2825,0.068038855,0.5
4350,5350,2825,0.068038855,0.56
4400,5350,2825,0.068038855,0.62
4450,5350,2825,0.068038855,0.69
4500,5350,2825,0.068038855,0.89
4550,5350,2825,0.068038855,1.13
4600,5350,2825,0.068038855,1.11
4650,5350,2825,0.068038855,1.15
4700,5350,2825,0.068038855,1.12
4750,5350,2825,0.068038855,0.98
4800,5350,2825,0.068038855,0.79
4850,5350,2825,0.068038855,0.79
4300,5400,2825,0.068038855,0.46
4350,5400,2825,0.068038855,0.52
4400,5400,2825,0.068038855,0.58
4450,5400,2825,0.068038855,0.64
4500,5400,2825,0.068038855,0.82
4550,5400,2825,0.068038855,1.12
4600,5400,2825,0.068038855,1.22
4650,5400,2825,0.068038855,1.21
4700,5400,2825,0.068038855,1.09
4750,5400,2825,0.068038855,0.91
4800,5400,2825,0.068038855,0.71
4850,5400,2825,0.068038855,0.71
4300,5450,2825,0.068038855,0.4
4350,5450,2825,0.068038855,0.48
4400,5450,2825,0.068038855,0.53
4450,5450,2825,0.068038855,0.62
4500,5450,2825,0.068038855,0.76
4550,5450,2825,0.068038855,1.18
4600,5450,2825,0.068038855,1.3
4650,5450,2825,0.068038855,1.19
4700,5450,2825,0.068038855,1.01
4750,5450,2825,0.068038855,0.81
4800,5450,2825,0.068038855,0.62
4850,5450,2825,0.068038855,0.62
4300,5500,2825,0.068038855,0.35
4350,5500,2825,0.068038855,0.42
4400,5500,2825,0.068038855,0.51
4450,5500,2825,0.068038855,0.6
4500,5500,2825,0.068038855,0.77
4550,5500,2825,0.068038855,1.17
4600,5500,2825,0.068038855,1.27
4650,5500,2825,0.068038855,1.1
4700,5500,2825,0.068038855,0.9
4750,5500,2825,0.068038855,0.71
4800,5500,2825,0.068038855,0.54
4850,5500,2825,0.068038855,0.54
4300,5550,2825,0.068038855,0.3
4350,5550,2825,0.068038855,0.39
4400,5550,2825,0.068038855,0.48
4450,5550,2825,0.068038855,0.59
4500,5550,2825,0.068038855,0.78
4550,5550,2825,0.068038855,1.04
4600,5550,2825,0.068038855,1.14
4650,5550,2825,0.068038855,0.98
4700,5550,2825,0.068038855,0.78
4750,5550,2825,0.068038855,0.61
4800,5550,2825,0.068038855,0.47
4850,5550,2825,0.068038855,0.47
4300,5600,2825,0.068038855,0.28
4350,5600,2825,0.068038855,0.36
4400,5600,2825,0.068038855,0.46
4450,5600,2825,0.068038855,0.61
4500,5600,2825,0.068038855,0.75
4550,5600,2825,0.068038855,0.88
4600,5600,2825,0.068038855,0.91
4650,5600,2825,0.068038855,0.79
4700,5600,2825,0.068038855,0.65
4750,5600,2825,0.068038855,0.52
4800,5600,2825,0.068038855,0.41
4850,5600,2825,0.068038855,0.41
4300,5650,2825,0.068038855,0.26
4350,5650,2825,0.068038855,0.34
4400,5650,2825,0.068038855,0.45
4450,5650,2825,0.068038855,0.6
4500,5650,2825,0.068038855,0.69
4550,5650,2825,0.068038855,0.74
4600,5650,2825,0.068038855,0.73
4650,5650,2825,0.068038855,0.64
4700,5650,2825,0.068038855,0.53
4750,5650,2825,0.068038855,0.43
4800,5650,2825,0.068038855,0.35
4850,5650,2825,0.068038855,0.35
4300,5700,2825,0.068038855,0.24
4350,5700,2825,0.068038855,0.32
4400,5700,2825,0.068038855,0.44
4450,5700,2825,0.068038855,0.55
4500,5700,2825,0.068038855,0.6
4550,5700,2825,0.068038855,0.61
4600,5700,2825,0.068038855,0.59
4650,5700,2825,0.068038855,0.51
4700,5700,2825,0.068038855,0.43
4750,5700,2825,0.068038855,0.36
4800,5700,2825,0.068038855,0.3
4850,5700,2825,0.068038855,0.3
4300,5750,2825,0.068038855,0.24
4350,5750,2825,0.068038855,0.32
4400,5750,2825,0.068038855,0.44
4450,5750,2825,0.068038855,0.55
4500,5750,2825,0.068038855,0.6
4550,5750,2825,0.068038855,0.61
4600,5750,2825,0.068038855,0.59
4650,5750,2825,0.068038855,0.51
4700,5750,2825,0.068038855,0.43
4750,5750,2825,0.068038855,0.36
4800,5750,2825,0.068038855,0.3
4850,5750,2825,0.068038855,0.3
4300,4800,2850,0.068038855,-2
4350,4800,2850,0.068038855,0.51
4400,4800,2850,0.068038855,0.61
4450,4800,2850,0.068038855,0.88
4500,4800,2850,0.068038855,1.11
4550,4800,2850,0.068038855,0.96
4600,4800,2850,0.068038855,0.8
4650,4800,2850,0.068038855,0.63
4700,4800,2850,0.068038855,0.5
4750,4800,2850,0.068038855,0.4
4800,4800,2850,0.068038855,0.32
4850,4800,2850,0.068038855,0.32
4300,4850,2850,0.068038855,0.5
4350,4850,2850,0.068038855,0.53
4400,4850,2850,0.068038855,0.62
4450,4850,2850,0.068038855,0.88
4500,4850,2850,0.068038855,1.2
4550,4850,2850,0.068038855,1.02
4600,4850,2850,0.068038855,0.87
4650,4850,2850,0.068038855,0.71
4700,4850,2850,0.068038855,0.56
4750,4850,2850,0.068038855,0.44
4800,4850,2850,0.068038855,0.36
4850,4850,2850,0.068038855,0.36
4300,4900,2850,0.068038855,0.51
4350,4900,2850,0.068038855,0.54
4400,4900,2850,0.068038855,0.63
4450,4900,2850,0.068038855,0.88
4500,4900,2850,0.068038855,1.24
4550,4900,2850,0.068038855,1.08
